price,bedrooms,bathrooms,sqft_living,sqft_lot,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,basement,renovated
332500,3,1.0,1030,8164,0,0,4,7,1030,0,1950,0,98133,47.7353,-122.334,1340,8164,0,0
249900,3,2.5,1630,7700,0,0,3,7,1120,510,1978,0,98031,47.3876,-122.211,1640,8160,1,0
310000,3,2.0,2610,12180,0,0,3,7,1670,940,1918,0,98146,47.5063,-122.346,1520,12180,1,0
200000,2,1.0,1250,8520,0,0,3,6,1250,0,1928,0,98126,47.5158,-122.37799999999999,1040,8520,0,0
230000,3,1.0,1390,6000,0,0,3,5,1390,0,1954,0,98056,47.4977,-122.175,1170,6000,0,0
420000,4,2.5,1940,5414,0,0,3,8,1940,0,1997,0,98108,47.5461,-122.29899999999999,2050,6307,0,0
785000,4,2.5,2960,4750,0,0,3,9,2960,0,2005,0,98029,47.5544,-121.993,2960,4750,0,0
265000,5,1.5,1500,7112,0,0,5,6,760,740,1920,0,98166,47.4692,-122.35,1200,7112,1,0
295000,2,1.0,840,10465,0,0,3,6,840,0,1951,0,98155,47.755,-122.31700000000001,1320,8515,0,0
415000,4,2.75,2390,9968,0,0,4,9,1390,1000,1989,0,98038,47.3706,-122.056,2560,12385,1,0
250000,3,1.75,1200,5478,0,0,5,6,1200,0,1955,0,98056,47.4959,-122.17399999999999,1270,6855,0,0
635000,5,2.25,2180,6000,0,0,4,8,1430,750,1966,0,98007,47.6235,-122.14299999999999,2160,8800,1,0
528000,3,2.5,2020,5613,0,0,3,7,2020,0,2003,0,98053,47.6835,-122.035,2020,4609,0,0
530000,3,2.5,2480,7480,0,0,3,9,2480,0,1992,0,98072,47.771,-122.166,2480,7480,0,0
310000,3,1.5,1140,3104,0,0,3,7,1140,0,1988,0,98029,47.5707,-122.01799999999999,1150,2981,0,0
252000,3,1.0,1530,9465,0,0,4,7,1530,0,1960,0,98059,47.4915,-122.15100000000001,1530,9465,0,0
334500,3,2.0,1700,8160,0,0,3,7,1120,580,1961,0,98133,47.74,-122.339,1740,8181,1,0
370000,3,1.0,2150,8480,0,0,3,8,1610,540,1951,0,98115,47.6996,-122.30799999999999,1620,5203,1,0
311000,3,2.0,1190,7840,0,0,4,6,1190,0,1918,0,98108,47.5531,-122.31200000000001,1460,3240,0,0
260000,3,2.75,1730,4131,0,2,3,7,1480,250,1975,0,98106,47.5327,-122.346,1570,4120,1,0
217500,3,1.75,1400,9546,0,0,4,7,1400,0,1984,0,98003,47.3179,-122.331,1660,8550,0,0
290000,3,2.5,2200,4240,0,0,3,7,2200,0,2003,0,98042,47.3715,-122.12700000000001,2200,4311,0,0
500000,3,1.5,960,4600,0,0,3,6,960,0,1944,0,98033,47.6937,-122.213,2230,9350,0,0
423500,3,2.0,1770,6000,0,3,3,7,1100,670,1984,0,98118,47.5644,-122.29,1300,3000,1,0
299000,3,2.5,1590,3121,0,0,3,7,1590,0,1994,0,98118,47.5515,-122.28399999999999,1090,4900,0,0
635000,3,2.5,3350,4007,0,0,3,8,2550,800,2005,0,98034,47.7277,-122.20700000000001,2340,4167,1,0
806000,4,2.5,3370,9629,0,0,3,10,3370,0,1999,0,98075,47.5896,-121.978,3360,10335,0,0
289950,3,2.5,1960,3480,0,0,3,7,1960,0,2004,0,98056,47.4802,-122.18,2560,3500,0,0
280000,3,1.75,1360,6603,0,0,4,7,1360,0,1981,0,98058,47.4619,-122.16799999999999,1770,7107,0,0
479950,3,2.5,2780,6000,0,0,3,9,2780,0,2004,0,98058,47.4569,-122.118,1940,3466,0,0
394000,4,2.5,3000,9793,0,0,3,7,3000,0,2002,0,98038,47.3655,-122.02799999999999,1890,7557,0,0
409950,2,1.0,990,3000,0,0,4,6,990,0,1918,0,98103,47.6839,-122.345,1120,3000,0,0
1000000,4,3.5,2990,4200,0,4,5,9,2000,990,1925,0,98144,47.593,-122.289,2390,4200,1,0
436000,4,1.0,1200,6600,0,2,3,7,1200,0,1908,0,98136,47.5372,-122.382,1810,6600,0,0
279000,3,1.0,1530,15975,0,0,3,7,970,560,1952,0,98168,47.4766,-122.32600000000001,1540,15975,1,0
390000,1,1.75,1440,4920,0,0,3,7,720,720,1923,0,98126,47.534,-122.376,1440,4920,1,0
304400,4,2.75,2140,8100,0,0,4,7,2140,0,1990,0,98023,47.3075,-122.359,1960,7002,0,0
780000,5,1.75,2330,3800,0,0,3,7,1360,970,1927,0,98115,47.6835,-122.30799999999999,2100,3800,1,0
580000,3,1.75,1950,10633,0,0,3,7,1250,700,1978,0,98125,47.7019,-122.31299999999999,1290,6380,1,0
274000,3,1.75,1440,7198,0,0,3,7,990,450,1981,0,98055,47.4333,-122.194,1550,7156,1,0
315000,3,2.25,1530,7906,0,0,3,7,1150,380,1980,0,98058,47.4418,-122.13600000000001,1460,7875,1,0
340000,5,2.0,1750,8220,0,0,3,7,1750,0,1956,0,98155,47.7694,-122.321,1210,6760,0,0
260000,3,1.75,1750,11180,0,0,3,8,1750,0,1968,0,98059,47.4713,-122.117,1730,11180,0,0
399000,2,1.0,940,4800,0,0,4,6,940,0,1911,1955,98116,47.5756,-122.414,980,5900,0,1
312500,2,1.0,880,6345,0,0,3,7,880,0,1919,0,98106,47.5341,-122.35799999999999,1440,6345,0,0
370000,3,1.75,1650,8254,0,0,5,7,1060,590,1951,0,98155,47.7596,-122.304,2280,9450,1,0
230000,3,1.5,1900,9630,0,0,3,8,1900,0,1967,0,98023,47.3352,-122.344,2010,9630,0,0
294350,3,1.0,1410,5120,0,0,3,6,1210,200,1925,0,98106,47.5238,-122.355,1330,5120,1,0
208950,3,1.0,960,5700,0,0,4,5,960,0,1956,0,98056,47.4983,-122.17200000000001,960,5700,0,0
515000,2,1.75,1930,5570,0,0,3,8,1930,0,2005,0,98053,47.7173,-122.03399999999999,1810,5178,0,0
965000,4,2.5,3420,9575,0,0,3,11,3420,0,1994,0,98027,47.5527,-122.095,3310,8192,0,0
925000,4,2.75,3010,3400,0,2,3,9,2240,770,1923,2009,98122,47.6142,-122.28399999999999,1940,5080,1,1
654500,4,1.0,1780,5000,0,0,3,8,1780,0,1947,0,98115,47.6761,-122.29700000000001,2030,5000,0,0
364000,4,2.5,2080,11050,0,0,4,8,2080,0,1969,0,98059,47.472,-122.119,1850,11050,0,0
150000,2,1.0,1250,5208,0,0,3,7,1050,200,1951,0,98002,47.3063,-122.219,1030,5354,1,0
349950,5,3.0,2257,10117,0,0,3,8,1363,894,2005,0,98188,47.4524,-122.28399999999999,1540,10700,1,0
585000,3,1.5,1670,5000,0,0,4,7,1670,0,1912,0,98117,47.678000000000004,-122.36,1750,5000,0,0
801501,4,2.25,2250,13500,0,0,4,9,2250,0,1980,0,98007,47.621,-122.15100000000001,2730,13500,0,0
382000,5,2.25,2880,11965,0,0,4,8,2880,0,1990,0,98042,47.3734,-122.124,2370,10715,0,0
447500,3,1.75,1950,6504,0,0,3,8,1530,420,1953,0,98115,47.6934,-122.32799999999999,1660,6552,1,0
575000,4,2.5,2280,9491,0,0,4,7,1290,990,1966,0,98008,47.6297,-122.117,1560,8050,1,0
565000,2,1.75,1740,4736,0,2,4,7,1040,700,1907,0,98144,47.5994,-122.287,2020,4215,1,0
348580,3,1.0,1220,7876,0,0,3,7,1220,0,1966,0,98034,47.7317,-122.20100000000001,1340,7876,0,0
459000,4,1.75,2260,9703,0,0,2,8,1660,600,1978,0,98052,47.6622,-122.145,2390,8455,1,0
310000,4,2.5,2440,7093,0,0,3,7,2440,0,1999,0,98030,47.3817,-122.204,1860,6072,0,0
210000,3,1.5,1400,9600,0,0,4,7,1400,0,1964,0,98003,47.2878,-122.29700000000001,2210,15000,0,0
384205,3,2.75,1810,3292,0,0,3,8,1810,0,2014,0,98065,47.5164,-121.87700000000001,1810,2769,0,0
180000,2,1.0,1400,4500,0,0,3,7,900,500,1922,0,98055,47.4866,-122.219,1400,5500,1,0
310000,2,1.0,1400,4500,0,0,3,7,900,500,1922,0,98055,47.4866,-122.219,1400,5500,1,0
427500,4,2.5,2010,6294,0,0,3,7,2010,0,2000,0,98028,47.776,-122.24,1870,4394,0,0
780000,3,3.0,2520,2152,0,0,3,8,1560,960,1925,2006,98119,47.6363,-122.37100000000001,1140,2152,1,1
339950,4,2.5,2150,4000,0,0,3,7,2150,0,2010,0,98038,47.3655,-122.01799999999999,1610,4000,0,0
820000,3,2.25,2880,9750,0,0,3,10,2880,0,1989,0,98006,47.5575,-122.119,2920,11090,0,0
398000,2,2.0,1300,3865,0,0,3,8,1300,0,2006,0,98053,47.7193,-122.024,1350,4199,0,0
240000,4,1.5,1780,14810,0,0,4,8,1180,600,1950,0,98032,47.3581,-122.288,1450,6728,1,0
599950,4,3.5,3730,15029,0,2,3,10,2440,1290,1991,0,98042,47.3804,-122.163,3440,14280,1,0
105500,2,1.0,930,7740,0,0,1,5,930,0,1932,0,98148,47.4611,-122.324,1620,8584,0,0
445000,2,1.0,930,7740,0,0,1,5,930,0,1932,0,98148,47.4611,-122.324,1620,8584,0,0
255000,3,2.0,1310,8454,0,0,3,7,1310,0,1994,0,98042,47.3697,-122.075,1310,8454,0,0
675750,4,2.5,2770,10274,0,0,3,9,2770,0,1989,0,98029,47.5748,-122.01799999999999,2270,7210,0,0
353500,4,2.5,1770,9239,0,0,3,7,1770,0,2004,0,98038,47.3512,-122.006,2150,5450,0,0
765000,3,1.0,1220,7585,0,0,4,7,1220,0,1954,0,98004,47.6094,-122.194,1380,8918,0,0
563500,4,2.5,2190,4944,0,0,3,8,2190,0,1999,0,98065,47.5341,-121.866,2190,5108,0,0
439000,4,2.0,1800,5465,0,0,3,7,900,900,1942,0,98118,47.56100000000001,-122.272,1400,5400,1,0
469900,3,2.5,2270,4399,0,0,3,7,2270,0,2007,0,98065,47.5415,-121.884,2060,4399,0,0
252000,3,1.0,1300,8184,0,0,3,6,1300,0,1947,0,98155,47.7469,-122.319,1120,8184,0,0
495000,3,2.0,1769,9300,0,0,4,7,1769,0,1955,2009,98166,47.441,-122.34200000000001,1870,10226,0,1
327000,4,2.5,1630,5361,0,0,3,7,1630,0,1999,0,98144,47.5704,-122.294,1920,5046,0,0
898000,2,2.25,2470,7658,0,0,4,8,1480,990,1954,0,98199,47.653,-122.416,2070,7270,1,0
300000,4,2.5,2600,8572,0,0,3,8,2600,0,2003,0,98001,47.3155,-122.266,2170,5288,0,0
418500,3,2.0,1800,12440,0,0,3,8,1220,580,1978,0,98074,47.6254,-122.05,2460,12352,1,0
450000,4,2.5,2240,4616,0,0,3,7,1840,400,2001,0,98056,47.5118,-122.194,2260,5200,1,0
403000,3,2.0,1960,13100,0,2,5,8,1650,310,1957,0,98166,47.4419,-122.34,1960,10518,1,0
440000,3,1.0,1710,6556,0,0,4,7,1200,510,1926,0,98133,47.7185,-122.354,1410,6563,1,0
350000,4,1.75,2140,4959,0,0,3,7,1080,1060,1965,0,98118,47.5166,-122.266,1590,5250,1,0
240000,3,2.0,1400,6200,0,0,3,6,700,700,1948,0,98133,47.7634,-122.34,1410,7564,1,0
460000,2,1.0,890,2100,0,0,4,6,760,130,1919,0,98107,47.656000000000006,-122.359,1600,4250,1,0
825000,4,1.0,1820,4000,0,0,3,8,1820,0,1923,0,98102,47.6259,-122.321,2050,4000,0,0
267500,3,2.25,1860,12000,0,0,4,7,1860,0,1976,0,98092,47.2942,-122.19,1815,9604,0,0
479500,3,2.75,2300,4637,0,0,3,8,2300,0,2008,0,98065,47.5216,-121.87799999999999,2420,5699,0,0
210000,2,1.0,1520,4700,0,0,4,7,1520,0,1978,0,98092,47.3187,-122.182,1140,3906,0,0
445000,2,1.0,1440,3225,0,0,3,7,960,480,1915,0,98103,47.6653,-122.338,1160,3630,1,0
265000,3,1.75,1170,8148,0,0,3,7,1170,0,1952,0,98155,47.7479,-122.318,1200,8147,0,0
399000,3,1.75,1170,8148,0,0,3,7,1170,0,1952,0,98155,47.7479,-122.318,1200,8147,0,0
360000,4,2.5,2570,4557,0,0,3,7,2570,0,2009,0,98042,47.367,-122.115,2200,4500,0,0
655000,3,2.5,2370,7916,0,0,3,9,2370,0,1990,0,98056,47.528,-122.171,2500,8221,0,0
449950,4,1.5,1800,10150,0,0,4,7,1800,0,1958,0,98034,47.7325,-122.242,1630,10660,0,0
612000,5,2.5,2300,7000,0,0,3,8,1290,1010,1975,0,98052,47.6875,-122.12200000000001,2080,7280,1,0
557000,3,2.5,2280,18241,0,0,3,9,960,1320,1995,0,98011,47.7453,-122.213,3100,12465,1,0
375000,4,1.75,1870,12500,0,1,5,6,1030,840,1943,0,98056,47.511,-122.197,2060,14141,1,0
330000,5,2.75,2390,6282,0,0,4,7,1290,1100,1966,0,98118,47.5149,-122.26299999999999,1690,5202,1,0
1031000,4,1.75,2110,6708,0,3,3,8,1410,700,1941,0,98105,47.67,-122.274,2140,7006,1,0
550000,2,1.0,980,4800,0,0,4,7,980,0,1910,0,98103,47.6569,-122.348,1570,2640,0,0
338000,3,1.75,1250,7710,0,0,4,7,1250,0,1947,0,98155,47.7623,-122.31700000000001,1340,7710,0,0
235000,3,1.0,2230,8163,0,0,3,7,1230,1000,1966,0,98118,47.5215,-122.275,2380,6874,1,0
349950,1,1.0,1230,9300,0,0,4,6,1230,0,1918,0,98133,47.7055,-122.348,1190,6820,0,0
300000,5,2.5,2093,10350,0,0,5,7,2093,0,1963,0,98058,47.4495,-122.17,1520,10350,0,0
431000,3,1.75,1660,12865,0,0,5,7,1660,0,1967,0,98056,47.5375,-122.175,1610,12400,0,0
295000,4,2.5,1677,7209,0,0,3,7,1677,0,2011,0,98023,47.2957,-122.35700000000001,2236,7209,0,0
445000,4,2.5,2990,6383,0,0,3,7,2990,0,2003,0,98038,47.3499,-122.027,2640,6454,0,0
515000,4,2.5,2890,15067,0,0,3,9,2890,0,2003,0,98024,47.5666,-121.90700000000001,3090,15398,0,0
265000,3,2.5,1410,2500,0,0,3,7,1410,0,2006,0,98146,47.5132,-122.35799999999999,1290,5190,0,0
597000,4,2.5,2280,2432,0,0,5,8,1520,760,1921,0,98103,47.6605,-122.355,1690,2099,1,0
661000,2,1.0,1260,5800,0,0,4,7,1260,0,1939,0,98199,47.6501,-122.40899999999999,1830,5800,0,0
362764,3,2.0,1460,4350,0,0,3,7,1460,0,2008,0,98053,47.696000000000005,-122.02600000000001,1740,4622,0,0
427000,4,2.5,1600,14000,0,0,3,8,1310,290,1950,0,98125,47.7258,-122.32600000000001,1600,10200,1,0
405000,3,1.75,2020,8531,0,0,3,7,2020,0,1965,0,98011,47.7691,-122.199,1950,8449,0,0
157000,3,1.5,1170,11530,0,0,3,7,1170,0,1960,0,98198,47.4211,-122.29,1550,8605,0,0
246500,3,1.5,1170,11530,0,0,3,7,1170,0,1960,0,98198,47.4211,-122.29,1550,8605,0,0
386500,2,1.5,1280,11071,0,0,3,7,850,430,1984,0,98074,47.6351,-122.03299999999999,1280,10879,1,0
300000,4,2.5,2680,15508,0,0,3,8,2680,0,1999,0,98023,47.3025,-122.39,1960,15586,0,0
240000,3,1.75,1770,8571,0,0,3,8,1270,500,1978,0,98023,47.3109,-122.339,2120,7711,1,0
249000,3,1.75,1300,8500,0,0,4,7,1300,0,1964,0,98022,47.208999999999996,-122.005,1410,7800,0,0
580000,4,2.25,2610,7700,0,0,3,8,1700,910,1977,0,98027,47.5659,-122.089,2260,8266,1,0
333000,4,2.5,2100,7366,0,0,3,8,2100,0,1997,0,98042,47.3703,-122.10700000000001,2060,7324,0,0
230000,2,2.0,1340,7605,0,0,3,7,1340,0,1992,0,98022,47.1936,-121.98100000000001,1670,7136,0,0
360500,3,1.0,970,6180,0,3,3,6,970,0,1974,0,98118,47.5658,-122.291,1120,4500,0,0
265000,3,1.75,2200,7200,0,0,3,8,1270,930,1962,0,98032,47.3745,-122.27600000000001,1800,8000,1,0
490000,2,1.0,990,5000,0,0,3,7,990,0,1941,0,98116,47.5666,-122.40299999999999,2250,6032,0,0
600000,2,1.75,1180,5000,0,0,2,7,880,300,1925,0,98107,47.6749,-122.398,1470,5000,1,0
307500,3,1.0,980,6530,0,0,3,7,980,0,1969,0,98034,47.7133,-122.213,1220,6723,0,0
670000,4,2.25,2370,9636,0,0,3,8,1660,710,1976,0,98033,47.6497,-122.194,2350,9588,1,0
247200,3,1.5,1910,10583,0,0,4,7,1910,0,1922,1967,98002,47.2782,-122.212,1770,9068,0,1
440000,3,1.75,1430,8400,0,0,4,7,1430,0,1961,0,98008,47.6073,-122.12700000000001,1570,7800,0,0
700000,4,2.5,2490,7694,0,0,3,8,2490,0,1987,0,98029,47.567,-122.016,2140,8126,0,0
756100,4,2.0,2000,8317,0,0,4,8,2000,0,1917,0,98126,47.5394,-122.37899999999999,1390,6001,0,0
830000,5,3.5,2880,3750,0,2,3,8,2270,610,2001,0,98144,47.5905,-122.292,2060,4000,1,0
180000,3,1.0,1010,8863,0,0,4,6,1010,0,1990,0,98022,47.1955,-121.999,1090,8410,0,0
775000,5,3.5,3290,5600,0,0,3,9,2670,620,2004,0,98052,47.7056,-122.119,3130,5600,1,0
220000,4,1.75,1530,18400,0,0,4,6,1530,0,1938,0,98002,47.32899999999999,-122.219,1620,13535,0,0
650000,4,2.75,2020,15810,0,0,4,9,1620,400,1967,0,98005,47.5921,-122.155,2210,10160,1,0
410000,3,1.75,1340,9975,0,0,4,7,1340,0,1961,0,98033,47.7012,-122.169,1340,10050,0,0
339995,4,2.5,2180,5367,0,0,3,7,2180,0,2000,0,98038,47.3775,-122.022,2180,5130,0,0
440000,3,2.75,2070,9697,0,0,4,7,1330,740,1929,0,98188,47.4327,-122.28299999999999,2000,14436,1,0
275000,2,1.75,930,7080,0,0,3,6,930,0,1923,2006,98106,47.5224,-122.36,1100,7680,0,1
766000,3,2.5,2270,9822,0,0,3,9,2270,0,1988,0,98052,47.6685,-122.137,2790,8089,0,0
231500,3,2.25,1630,7900,0,0,4,7,1130,500,1973,0,98023,47.3076,-122.37700000000001,1630,8200,1,0
265000,4,1.75,1970,8390,0,0,3,7,1140,830,1955,0,98178,47.4861,-122.251,1710,10890,1,0
325000,2,1.0,790,6000,0,0,3,7,790,0,1948,0,98118,47.5543,-122.273,960,6000,0,0
364500,3,1.75,1740,8424,0,0,5,7,1040,700,1954,0,98133,47.7508,-122.352,1370,8424,1,0
322500,2,1.0,1130,8184,0,0,3,6,1130,0,1947,0,98155,47.7473,-122.32,1010,8184,0,0
338900,3,1.75,1180,4000,0,0,3,7,1040,140,1929,0,98118,47.5226,-122.28399999999999,1430,4000,1,0
910000,5,2.5,2350,4000,0,0,3,9,2350,0,1993,0,98112,47.6265,-122.296,1840,4000,0,0
1015000,5,2.5,2350,4000,0,0,3,9,2350,0,1993,0,98112,47.6265,-122.296,1840,4000,0,0
459950,3,1.75,1850,6869,0,2,5,6,1100,750,1919,1934,98166,47.4648,-122.363,1850,10096,1,1
584950,4,3.0,3220,6224,0,0,3,9,3220,0,2009,0,98059,47.4813,-122.12899999999999,2950,6224,0,0
252000,3,1.75,2050,11313,0,0,3,7,1520,530,1987,0,98023,47.2837,-122.35799999999999,1620,8065,1,0
270000,3,2.5,1430,8470,0,0,3,7,1190,240,1992,0,98022,47.1943,-121.991,1670,8418,1,0
325000,3,2.5,2260,8120,0,0,3,8,2260,0,2004,0,98023,47.2924,-122.35700000000001,2250,7784,0,0
810000,5,3.25,3290,6422,0,0,3,9,3290,0,2012,0,98074,47.5933,-122.061,3210,6891,0,0
409000,2,2.25,1640,2128,0,0,4,8,1640,0,1974,0,98028,47.753,-122.25200000000001,1640,2128,0,0
400000,4,1.75,1580,5340,0,0,3,7,1130,450,1947,0,98144,47.6003,-122.306,830,980,1,0
530000,4,2.25,1940,8270,0,0,5,7,1940,0,1962,0,98133,47.7567,-122.333,1800,7743,0,0
580000,3,2.25,1580,8506,0,0,3,7,1580,0,1987,0,98033,47.68600000000001,-122.185,2253,8515,0,0
491300,3,1.75,1750,11340,0,1,4,7,1300,450,1987,0,98074,47.6099,-122.05799999999999,2310,11340,1,0
272000,4,2.75,1810,7350,0,0,4,7,1200,610,1980,0,98030,47.3703,-122.171,1750,7350,1,0
464000,3,2.5,1770,5146,0,0,3,8,1770,0,1992,0,98029,47.5704,-121.999,1870,5146,0,0
471001,3,1.75,1800,6000,0,0,5,7,900,900,1905,0,98103,47.6867,-122.34899999999999,1800,3000,1,0
230000,3,1.5,1500,11616,0,0,3,7,1100,400,1980,0,98031,47.4062,-122.17399999999999,1830,8288,1,0
358000,3,1.0,940,6695,0,0,4,6,940,0,1959,0,98008,47.6195,-122.12,1230,7400,0,0
510000,3,2.25,2340,6183,0,0,3,7,1210,1130,1929,0,98115,47.6979,-122.31,1970,6183,1,0
86500,3,1.0,840,9480,0,0,3,6,840,0,1960,0,98023,47.3277,-122.34100000000001,840,9420,0,0
199950,3,1.0,840,9480,0,0,3,6,840,0,1960,0,98023,47.3277,-122.34100000000001,840,9420,0,0
850000,3,2.75,3180,3680,0,0,4,9,2190,990,1918,0,98126,47.577,-122.38,2000,3680,1,0
542000,4,2.5,2020,3440,0,0,4,7,1480,540,1928,0,98117,47.6885,-122.376,1520,5080,1,0
102500,2,1.0,820,4320,0,0,3,5,820,0,1937,0,98106,47.513999999999996,-122.359,780,7424,0,0
350000,3,1.0,1010,11244,0,0,4,7,1010,0,1947,0,98155,47.7467,-122.321,1220,11242,0,0
216000,2,1.0,710,5120,0,0,3,6,710,0,1918,0,98106,47.5224,-122.35700000000001,1150,1252,0,0
340000,3,1.0,980,7228,0,0,3,7,980,0,1946,0,98133,47.7294,-122.353,1070,7228,0,0
505000,3,1.0,1100,5400,0,0,3,7,1100,0,1908,0,98199,47.6604,-122.396,1770,4400,0,0
372000,5,2.5,2840,6010,0,0,3,8,2840,0,2003,0,98001,47.3161,-122.27,2740,5509,0,0
263850,4,2.25,2300,7524,0,0,4,8,2300,0,1978,0,98023,47.313,-122.38799999999999,2270,8025,0,0
325000,4,2.5,2280,9899,0,0,3,8,2280,0,1987,0,98058,47.461000000000006,-122.148,1970,9451,0,0
289000,2,1.0,1010,7740,0,0,3,6,890,120,1924,0,98106,47.5323,-122.355,1030,6000,1,0
364000,3,2.25,1420,6600,0,0,3,7,1160,260,1987,0,98028,47.77,-122.265,1920,7902,1,0
610000,4,2.5,2100,8800,0,0,5,8,1250,850,1980,0,98033,47.6909,-122.186,2100,9000,1,0
402500,3,2.25,2160,9540,0,0,3,8,2160,0,1979,0,98028,47.7668,-122.243,1720,12593,0,0
375000,2,1.0,820,6250,0,0,4,5,820,0,1922,0,98136,47.5479,-122.384,1300,6250,0,0
375000,3,1.75,2100,9066,0,0,3,8,1440,660,1962,0,98188,47.4294,-122.292,2000,9132,1,0
293550,4,1.75,1250,8840,0,0,4,7,910,340,1979,0,98198,47.4138,-122.31700000000001,1410,8378,1,0
225000,2,2.5,1360,2693,0,0,3,6,1360,0,2003,0,98038,47.3492,-122.025,1360,2693,0,0
185000,4,1.0,1400,8684,0,0,3,7,1400,0,1957,0,98146,47.4887,-122.344,1520,8712,0,0
402000,3,1.5,1450,7375,0,0,3,7,1010,440,1968,0,98034,47.7212,-122.179,1350,7440,1,0
585000,5,1.75,1880,16617,0,0,3,7,960,920,1963,0,98007,47.6003,-122.132,1720,8400,1,0
549000,2,2.5,1380,953,0,0,3,9,1380,0,2006,0,98103,47.6654,-122.355,1430,3400,0,0
345000,3,1.75,1380,10529,0,0,3,7,1380,0,1967,0,98034,47.7119,-122.23299999999999,1670,5694,0,0
302500,3,2.25,3100,11985,0,0,4,7,1790,1310,1963,0,98198,47.3825,-122.31,1770,7954,1,0
705000,2,2.0,1650,6840,0,0,5,7,1650,0,1916,0,98103,47.6512,-122.338,1700,4560,0,0
191000,3,1.0,840,5525,0,0,5,6,840,0,1969,0,98042,47.3607,-122.085,920,5330,0,0
350000,2,2.75,2820,11770,0,0,3,7,1630,1190,1947,0,98168,47.5102,-122.324,1690,12500,1,0
480000,3,1.75,1710,4080,0,0,4,7,1130,580,1979,0,98136,47.5563,-122.39200000000001,1200,4080,1,0
220000,3,1.0,820,5200,0,0,4,6,820,0,1977,0,98042,47.363,-122.094,1120,5200,0,0
592000,3,1.75,1560,7424,0,0,5,8,1560,0,1940,0,98117,47.6981,-122.374,1370,7424,0,0
775000,4,2.5,3060,6826,0,0,3,9,3060,0,2004,0,98052,47.7006,-122.11200000000001,3110,6932,0,0
320000,3,2.5,1680,4584,0,0,3,7,1680,0,2003,0,98056,47.4794,-122.182,2160,4621,0,0
760000,3,3.25,3320,15022,0,0,3,10,3320,0,1989,0,98166,47.428999999999995,-122.34100000000001,3430,15018,0,0
640000,3,2.5,2390,8315,0,0,4,9,2390,0,1990,0,98074,47.6271,-122.02799999999999,2370,7816,0,0
253200,3,1.0,1360,5840,0,0,4,5,1360,0,1953,0,98056,47.4945,-122.166,1250,6708,0,0
228000,2,1.0,1800,9236,0,0,3,7,1800,0,1954,0,98030,47.3792,-122.198,1730,5701,0,0
325000,3,1.0,1160,9525,0,0,4,7,1160,0,1968,0,98077,47.7431,-122.073,1160,10640,0,0
300000,4,2.25,1660,3200,0,0,3,7,1660,0,2011,0,98038,47.3666,-122.01899999999999,1960,3558,0,0
418000,3,2.0,1410,6030,0,0,4,7,1410,0,1930,0,98103,47.6994,-122.34700000000001,1410,6300,0,0
415000,4,1.75,2230,9625,0,4,3,8,1180,1050,1955,0,98178,47.508,-122.244,2300,8211,1,0
384000,3,2.5,1700,4000,0,0,3,7,1700,0,2003,0,98065,47.5327,-121.87100000000001,1700,4417,0,0
325000,3,2.5,2070,8337,0,0,3,8,2070,0,1997,0,98030,47.3658,-122.176,2030,7248,0,0
600000,3,1.75,2300,12682,0,2,3,8,2300,0,1955,0,98028,47.7588,-122.27,2720,14643,0,0
760000,4,2.25,3040,9690,0,0,4,9,1940,1100,1978,0,98005,47.5923,-122.169,2430,9690,1,0
168000,2,1.5,1220,3568,0,0,4,8,1220,0,1976,0,98198,47.3804,-122.318,1180,3678,0,0
405000,3,1.0,960,3960,0,0,3,7,960,0,1943,0,98199,47.6465,-122.404,1550,6050,0,0
479000,3,1.0,1480,10094,0,0,4,7,1480,0,1956,0,98007,47.5942,-122.13600000000001,1430,10083,0,0
549000,3,2.0,1560,5130,0,0,5,7,1150,410,1915,0,98103,47.6913,-122.333,1560,4500,1,0
550000,2,1.5,900,5750,0,2,3,7,900,0,1940,0,98116,47.5623,-122.384,1300,1413,0,0
389000,4,1.75,2400,7700,0,0,4,7,1500,900,1927,0,98133,47.7125,-122.33200000000001,1530,7700,1,0
447500,3,2.5,2320,15024,0,0,3,8,2320,0,1990,0,98045,47.4829,-121.766,2300,15145,0,0
540000,5,3.0,2570,5590,0,0,3,8,1580,990,2009,0,98034,47.7271,-122.228,2020,10500,1,0
273500,4,2.75,1300,9638,0,0,2,7,1300,0,1983,0,98042,47.3683,-122.109,1670,9638,0,0
257000,5,2.75,2930,10148,0,0,3,9,2930,0,2002,0,98059,47.4887,-122.145,2930,8425,0,0
199000,2,1.0,720,7200,0,0,5,6,720,0,1943,0,98058,47.4763,-122.177,970,8027,0,0
339100,4,2.5,2350,10655,0,0,3,8,2350,0,1992,0,98092,47.3284,-122.171,2210,7028,0,0
435000,4,2.5,2940,7590,0,0,3,9,2940,0,1991,0,98058,47.4341,-122.16,2550,8360,0,0
400000,3,2.5,2020,3000,0,0,4,6,1010,1010,1910,0,98118,47.5621,-122.291,1670,3000,1,0
395000,3,1.0,950,6951,0,0,4,7,950,0,1950,0,98125,47.7263,-122.3,1410,7200,0,0
575000,2,1.0,1250,4320,0,0,4,7,850,400,1911,0,98103,47.6549,-122.352,1520,4320,1,0
